Age,Gender,Marital_Status,Education,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Existing_Loans,DTI_Ratio,Savings_Amount,Collateral_Value,Loan_Status
30,Female,Single,Graduate,Salaried,662196.0,73571.0,12,442.0,0,0.12,165269,0,Approved
21,Female,Married,Graduate,Part-Time,157272.0,67111.0,60,586.0,3,0.11,62541,0,Approved
48,Male,Single,Not Graduate,Self-Employed,539392.0,245754.0,24,583.0,2,0.26,3508,0,Rejected
57,Male,Married,Graduate,Self-Employed,417438.0,76867.0,60,678.0,3,0.05,60048,0,Approved
45,Female,Single,Not Graduate,Self-Employed,1920861.0,688331.0,48,450.0,0,0.11,133288,368379,Approved
17,Male,Married,Graduate,Student,909.0,50000.0,24,598.0,2,1.0,121,0,Rejected
20,Female,Married,Not Graduate,Unemployed,20682.0,50000.0,36,581.0,3,0.96,1754,235284,Rejected
45,Male,Single,Graduate,Salaried,1328138.0,378016.0,12,630.0,3,0.3,494491,448707,Approved
25,Female,Single,Graduate,Salaried,334101.0,159401.0,12,684.0,1,0.51,87744,266591,Rejected
30,Female,Single,Not Graduate,Self-Employed,1832449.0,665178.0,48,555.0,2,0.11,738748,0,Approved
27,Male,Married,Not Graduate,Salaried,579319.0,203083.0,60,681.0,1,0.09,100470,0,Approved
27,Male,Single,Graduate,Salaried,804895.0,268490.0,24,465.0,0,0.19,35507,448206,Approved
37,Female,Married,Not Graduate,Salaried,1108570.0,363456.0,12,677.0,1,0.35,299039,0,Approved
35,Male,Married,Not Graduate,Salaried,1499227.0,177533.0,24,564.0,2,0.07,470222,0,Rejected
52,Male,Single,Graduate,Salaried,261425.0,102453.0,60,519.0,0,0.1,66008,0,Approved
48,Male,Married,Not Graduate,Self-Employed,1540481.0,820335.0,12,671.0,2,0.57,187000,0,Rejected
31,Male,Single,Not Graduate,Self-Employed,1830599.0,56960.0,24,654.0,2,0.02,228684,0,Approved
41,Male,Married,Graduate,Salaried,880654.0,501394.0,36,593.0,2,0.23,342808,0,Approved
50,Female,Married,Graduate,Salaried,514858.0,74566.0,48,574.0,0,0.05,238391,0,Approved
25,Male,Married,Graduate,Salaried,1029963.0,169370.0,12,547.0,0,0.18,246698,0,Approved
44,Female,Married,Graduate,Self-Employed,783765.0,298376.0,24,663.0,2,0.22,312160,0,Approved
52,Male,Single,Not Graduate,Salaried,633443.0,82360.0,24,612.0,2,0.07,109748,0,Approved
30,Female,Single,Not Graduate,Salaried,615756.0,58888.0,48,580.0,0,0.03,307210,0,Approved
54,Female,Single,Graduate,Self-Employed,1707935.0,911213.0,48,645.0,1,0.13,686898,156017,Approved
33,Male,Single,Not Graduate,Salaried,590457.0,339153.0,48,639.0,1,0.18,53466,0,Approved
40,Male,Single,Graduate,Salaried,858467.0,430371.0,12,497.0,0,0.53,154076,0,Rejected
53,Male,Single,Not Graduate,Salaried,251279.0,65804.0,12,595.0,2,0.28,21541,0,Rejected
18,Male,Married,Graduate,Unemployed,14179.0,50000.0,12,610.0,2,1.0,4333,0,Rejected
58,Male,Single,Graduate,Salaried,269060.0,93835.0,48,604.0,3,0.11,33216,0,Rejected
35,Male,Single,Graduate,Self-Employed,971150.0,471642.0,24,616.0,3,0.27,34103,0,Rejected
60,Female,Single,Not Graduate,Self-Employed,1862843.0,419888.0,60,394.0,0,0.06,890775,269050,Approved
43,Female,Married,Not Graduate,Salaried,1237984.0,132941.0,36,669.0,1,0.04,572633,0,Approved
19,Male,Single,Not Graduate,Student,9642.0,92732.0,60,563.0,3,1.0,1420,0,Rejected
19,Female,Single,Not Graduate,Student,26224.0,50000.0,48,552.0,0,0.6,4030,0,Rejected
56,Female,Married,Graduate,Salaried,1403128.0,349737.0,48,440.0,0,0.08,26347,0,Rejected
40,Female,Married,Graduate,Student,1494969.0,799337.0,48,628.0,1,0.17,449433,0,Rejected
21,Male,Married,Not Graduate,Salaried,934804.0,236230.0,48,647.0,1,0.08,213127,0,Approved
41,Female,Married,Not Graduate,Salaried,1276512.0,216127.0,12,564.0,3,0.18,491595,0,Approved
32,Female,Married,Not Graduate,Salaried,1031703.0,173785.0,36,610.0,2,0.07,490586,0,Approved
39,Male,Single,Not Graduate,Salaried,723922.0,391026.0,12,653.0,2,0.58,186725,0,Rejected
30,Female,Married,Not Graduate,Salaried,296742.0,146848.0,36,384.0,0,0.2,52371,0,Approved
20,Male,Married,Graduate,Unemployed,20923.0,50000.0,36,598.0,3,0.95,493,395878,Rejected
22,Female,Married,Not Graduate,Part-Time,110336.0,53561.0,60,574.0,3,0.13,50545,0,Approved
54,Male,Married,Not Graduate,Self-Employed,1376821.0,656294.0,48,618.0,1,0.15,175311,0,Approved
19,Female,Married,Graduate,Student,39027.0,50000.0,24,651.0,3,0.72,6208,0,Rejected
27,Male,Single,Graduate,Self-Employed,1357613.0,312481.0,36,680.0,2,0.09,555948,217109,Approved
25,Male,Married,Graduate,Part-Time,121623.0,61403.0,60,549.0,0,0.13,53693,0,Approved
34,Female,Married,Graduate,Student,1614697.0,366921.0,36,605.0,2,0.09,404886,0,Approved
44,Male,Married,Not Graduate,Salaried,735839.0,393348.0,24,638.0,1,0.16,215564,145671,Approved
53,Female,Single,Not Graduate,Salaried,1460401.0,671357.0,48,418.0,0,0.08,69493,101248,Approved
42,Male,Single,Graduate,Salaried,746209.0,65502.0,48,677.0,2,0.03,146948,0,Approved
59,Female,Married,Graduate,Self-Employed,955963.0,199542.0,60,494.0,0,0.06,43806,0,Rejected
30,Female,Single,Graduate,Salaried,923411.0,285318.0,48,482.0,0,0.1,329164,400247,Approved
58,Female,Single,Graduate,Self-Employed,514365.0,73862.0,60,653.0,3,0.03,88709,110517,Approved
19,Male,Married,Graduate,Student,10055.0,50000.0,24,631.0,3,1.0,1714,0,Rejected
54,Female,Married,Graduate,Salaried,604233.0,150804.0,24,640.0,3,0.14,21988,0,Rejected
58,Male,Single,Not Graduate,Salaried,,,24,,3,0.21,616426,0,Rejected
29,Female,Single,Not Graduate,Self-Employed,1407433.0,826887.0,12,589.0,2,0.63,429518,0,Rejected
39,Female,Married,Graduate,Salaried,1110764.0,514120.0,36,421.0,0,0.18,223252,224588,Approved
36,Male,Single,Graduate,Salaried,360995.0,63186.0,24,662.0,3,0.1,26790,0,Rejected
49,Male,Married,Not Graduate,Salaried,541483.0,353844.0,36,556.0,3,0.17,105312,0,Approved
39,Female,Married,Graduate,Salaried,1469921.0,819312.0,60,538.0,0,0.15,376216,274846,Approved
23,Male,Single,Not Graduate,Salaried,386285.0,75166.0,24,571.0,2,0.11,110719,0,Approved
57,Female,Married,Not Graduate,Salaried,1041303.0,243055.0,60,671.0,1,0.06,420985,0,Approved
20,Female,Single,Graduate,Student,9235.0,50000.0,12,611.0,2,1.0,1857,0,Rejected
34,Female,Married,Not Graduate,Self-Employed,1507573.0,223185.0,36,632.0,1,0.06,653930,245380,Approved
39,Female,Married,Graduate,Salaried,1266776.0,543658.0,12,558.0,3,0.46,477066,0,Rejected
19,Female,Married,Graduate,Student,17241.0,50000.0,24,438.0,0,1.0,2479,332861,Rejected
58,Female,Single,Graduate,Self-Employed,1849532.0,450911.0,24,572.0,0,0.14,516846,0,Approved
38,Male,Single,Not Graduate,Self-Employed,1957294.0,336368.0,60,563.0,2,0.03,80335,0,Approved
30,Male,Married,Not Graduate,Self-Employed,677817.0,153954.0,48,624.0,2,0.07,74178,203330,Approved
39,Female,Married,Not Graduate,Salaried,1310469.0,291628.0,36,568.0,3,0.09,380740,447819,Approved
37,Male,Single,Graduate,Salaried,2799785.0,360956.0,12,677.0,3,0.45,265126,482708,Rejected
52,Female,Single,Not Graduate,Salaried,669653.0,266496.0,36,656.0,1,0.16,52458,0,Approved
46,Female,Single,Graduate,Self-Employed,643771.0,110288.0,48,572.0,3,0.05,295960,0,Approved
30,Male,Single,Not Graduate,Self-Employed,886618.0,520667.0,12,490.0,0,0.63,337666,0,Rejected
49,Female,Single,Not Graduate,Salaried,672704.0,54383.0,12,644.0,1,0.09,13906,333759,Approved
20,Male,Married,Not Graduate,Student,23686.0,50000.0,36,650.0,2,0.84,7190,0,Rejected
43,Female,Married,Graduate,Self-Employed,1936302.0,584506.0,60,449.0,0,0.08,844053,0,Approved
20,Male,Married,Graduate,Unemployed,4525.0,50000.0,48,690.0,1,1.0,1181,0,Rejected
46,Male,Married,Graduate,Salaried,617903.0,228315.0,48,632.0,1,0.12,23948,0,Rejected
52,Male,Single,Graduate,Salaried,376244.0,113295.0,36,645.0,1,0.12,23783,0,Rejected
59,Male,Single,Not Graduate,Salaried,923520.0,406129.0,60,569.0,3,0.12,382977,0,Approved
29,Female,Single,Not Graduate,Self-Employed,1114251.0,484004.0,24,657.0,1,0.25,292327,130628,Approved
17,Female,Single,Not Graduate,Student,2937.0,50000.0,60,604.0,2,1.0,60,208782,Rejected
35,Male,Married,Graduate,Self-Employed,1475866.0,651788.0,12,563.0,0,0.47,552083,0,Rejected
27,Male,Single,Not Graduate,Salaried,1476079.0,696194.0,60,586.0,0,0.13,500361,0,Approved
37,Female,Single,Graduate,Salaried,573479.0,144232.0,36,546.0,0,0.1,12423,0,Rejected
34,Female,Married,Not Graduate,Student,687676.0,303980.0,48,597.0,3,0.14,61528,0,Approved
48,Female,Single,Graduate,Salaried,969258.0,361075.0,24,502.0,0,0.21,453617,0,Approved
45,Male,Single,Not Graduate,Self-Employed,886689.0,302221.0,12,514.0,0,0.36,100606,210486,Approved
23,Male,Married,Not Graduate,Part-Time,99344.0,53144.0,12,449.0,0,0.57,21401,0,Approved
29,Male,Single,Not Graduate,Salaried,749944.0,155220.0,36,564.0,3,0.08,87874,0,Approved
26,Male,Single,Not Graduate,Salaried,716775.0,376524.0,60,678.0,2,0.14,172233,251620,Approved
53,Female,Married,Not Graduate,Self-Employed,743318.0,277214.0,60,419.0,0,0.06,15559,0,Rejected
19,Female,Married,Graduate,Student,18054.0,50000.0,60,420.0,0,0.74,7035,0,Rejected
17,Female,Married,Graduate,Student,2664.0,50000.0,48,630.0,1,1.0,232,272541,Approved
51,Female,Single,Graduate,Salaried,362793.0,268789.0,36,677.0,1,0.16,32608,0,Rejected
30,Female,Single,Graduate,Self-Employed,1920016.0,306792.0,24,637.0,3,0.06,676378,170326,Approved
18,Male,Married,Not Graduate,Unemployed,,,60,,0,1.0,4853,0,Rejected
51,Female,Married,Graduate,Salaried,1490841.0,322211.0,12,526.0,0,0.23,464826,0,Approved
17,Male,Single,Not Graduate,Student,23838.0,50000.0,48,697.0,1,0.66,6154,280098,Rejected
25,Male,Married,Graduate,Salaried,1389519.0,559028.0,60,680.0,1,0.07,395146,332661,Approved
60,Female,Married,Graduate,Salaried,375711.0,118810.0,48,461.0,0,0.1,150781,366966,Approved
46,Female,Married,Graduate,Salaried,1093439.0,537881.0,36,602.0,2,0.2,4742,0,Rejected
23,Female,Single,Graduate,Part-Time,175301.0,65427.0,36,552.0,0,0.15,27016,0,Rejected
26,Female,Married,Graduate,Self-Employed,1969020.0,1117968.0,12,615.0,1,0.61,176164,0,Rejected
22,Female,Married,Not Graduate,Part-Time,89337.0,50479.0,12,626.0,2,0.6,28270,83183,Approved
37,Male,Single,Graduate,Salaried,2799785.0,,12,,0,0.59,46811,0,Rejected
29,Female,Married,Not Graduate,Self-Employed,1474073.0,797728.0,24,586.0,2,0.31,482154,0,Approved
38,Male,Single,Graduate,Self-Employed,1322548.0,680503.0,60,610.0,2,0.14,329900,69016,Approved
55,Female,Married,Not Graduate,Self-Employed,1268819.0,246211.0,48,555.0,2,0.06,477424,72888,Rejected
18,Female,Single,Graduate,Unemployed,4181.0,50000.0,36,612.0,2,1.0,666,0,Rejected
19,Female,Married,Graduate,Unemployed,10983.0,90515.0,12,626.0,2,1.0,3196,0,Rejected
48,Female,Single,Graduate,Self-Employed,1793043.0,471317.0,12,622.0,1,0.28,487469,435939,Approved
39,Female,Single,Not Graduate,Salaried,474559.0,127674.0,48,632.0,1,0.09,165578,0,Approved
20,Female,Married,Not Graduate,Unemployed,25064.0,50000.0,12,698.0,1,1.0,11208,0,Rejected
51,Female,Married,Not Graduate,Self-Employed,1798368.0,95922.0,24,470.0,0,0.03,790570,153491,Approved
56,Male,Single,Graduate,Self-Employed,1443439.0,334228.0,60,583.0,2,0.06,142959,0,Approved
23,Female,Single,Not Graduate,Salaried,352836.0,98308.0,36,583.0,2,0.08,18347,264545,Approved
19,Male,Single,Graduate,Student,17547.0,50000.0,60,622.0,1,0.76,5647,302153,Rejected
47,Female,Single,Graduate,Salaried,,,12,,1,0.34,49213,0,Rejected
20,Male,Married,Not Graduate,Unemployed,926.0,50000.0,36,419.0,0,1.0,4,0,Rejected
48,Male,Married,Graduate,Self-Employed,,,12,,1,0.57,792753,0,Rejected
23,Female,Married,Not Graduate,Part-Time,175739.0,74323.0,12,615.0,1,0.45,45766,272439,Rejected
31,Female,Married,Not Graduate,Salaried,1095761.0,471311.0,12,625.0,2,0.46,72816,0,Rejected
17,Male,Married,Graduate,Unemployed,13830.0,50000.0,48,605.0,3,1.0,5135,0,Rejected
31,Female,Single,Not Graduate,Self-Employed,1269063.0,373735.0,60,629.0,2,0.08,578533,0,Approved
27,Female,Married,Not Graduate,Self-Employed,1044079.0,120919.0,12,589.0,0,0.07,320491,0,Approved
26,Male,Married,Not Graduate,Salaried,953435.0,269055.0,48,550.0,2,0.09,430519,319740,Approved
54,Male,Single,Graduate,Salaried,714603.0,157617.0,36,655.0,1,0.09,36421,0,Rejected
49,Male,Married,Graduate,Salaried,642401.0,610421.0,12,487.0,0,0.62,31582,0,Rejected
30,Male,Married,Not Graduate,Self-Employed,1095817.0,118685.0,24,670.0,2,0.06,176699,0,Approved
33,Male,Single,Graduate,Salaried,993183.0,637176.0,36,559.0,0,0.15,407882,0,Approved
19,Female,Married,Graduate,Student,6891.0,50000.0,60,441.0,0,1.0,1593,0,Rejected
52,Female,Single,Graduate,Self-Employed,395480.0,215209.0,36,686.0,1,0.22,83508,0,Approved
37,Female,Married,Graduate,Self-Employed,598390.0,318297.0,12,555.0,2,0.57,53220,0,Rejected
28,Female,Single,Graduate,Salaried,345438.0,161012.0,48,637.0,2,0.15,10856,0,Rejected
42,Female,Married,Graduate,Self-Employed,519746.0,221142.0,60,571.0,0,0.07,18706,0,Rejected
51,Female,Single,Not Graduate,Salaried,436879.0,60625.0,12,451.0,0,0.15,172437,0,Approved
45,Male,Single,Not Graduate,Self-Employed,814527.0,110088.0,48,658.0,3,0.04,220595,0,Approved
40,Male,Single,Graduate,Salaried,858467.0,430371.0,12,497.0,0,0.53,154076,0,Rejected
48,Male,Married,Not Graduate,Salaried,1360011.0,368139.0,36,603.0,1,0.11,375442,72440,Approved
38,Female,Married,Not Graduate,Salaried,261368.0,71795.0,48,672.0,3,0.09,120999,0,Approved
20,Male,Single,Not Graduate,Unemployed,5917.0,71224.0,36,570.0,3,1.0,1371,0,Rejected
44,Male,Married,Not Graduate,Salaried,1324486.0,587828.0,36,565.0,2,0.18,220650,0,Approved
60,Female,Married,Not Graduate,Self-Employed,1511318.0,881643.0,48,552.0,3,0.18,9743,0,Rejected
19,Male,Single,Not Graduate,Student,9642.0,50000.0,60,563.0,3,1.0,1420,0,Rejected
28,Male,Single,Graduate,Salaried,1274379.0,347274.0,12,561.0,0,0.29,173856,301671,Approved
35,Male,Married,Not Graduate,Salaried,1118990.0,86008.0,12,575.0,2,0.08,227287,87193,Approved
60,Female,Married,Not Graduate,Salaried,625225.0,111411.0,12,635.0,1,0.19,300007,0,Approved
41,Male,Single,Graduate,Salaried,1206447.0,573668.0,60,513.0,0,0.13,216723,0,Approved
43,Female,Married,Not Graduate,Salaried,,,60,,0,0.06,70906,0,Approved
48,Male,Single,Not Graduate,Self-Employed,1484037.0,182667.0,24,561.0,2,0.07,78775,0,Approved
43,Male,Single,Not Graduate,Self-Employed,1846921.0,615598.0,12,395.0,0,0.36,719008,177957,Approved
50,Male,Single,Graduate,Self-Employed,1549759.0,687303.0,12,421.0,0,0.47,604976,0,Rejected
28,Female,Married,Not Graduate,Salaried,774452.0,282307.0,12,378.0,0,0.39,41871,0,Rejected
60,Female,Single,Graduate,Self-Employed,1595835.0,749273.0,60,466.0,0,0.09,115018,0,Approved
33,Male,Married,Not Graduate,Self-Employed,327490.0,133683.0,60,630.0,2,0.11,113688,0,Approved
30,Female,Married,Graduate,Self-Employed,1101821.0,619149.0,24,608.0,1,0.32,15443,0,Rejected
36,Female,Single,Graduate,Self-Employed,1718918.0,299228.0,48,693.0,1,0.06,250733,0,Approved
44,Female,Single,Graduate,Salaried,1440681.0,438161.0,24,629.0,2,0.17,479679,0,Approved
18,Female,Married,Graduate,Student,3653.0,50000.0,48,611.0,1,1.0,919,83949,Approved
22,Female,Single,Graduate,Part-Time,112634.0,65940.0,36,633.0,1,0.23,27883,0,Rejected
44,Female,Single,Graduate,Self-Employed,714662.0,307116.0,36,662.0,3,0.17,18311,0,Rejected
48,Male,Married,Not Graduate,Salaried,1358165.0,298178.0,60,594.0,0,0.06,627548,0,Approved
59,Female,Married,Graduate,Salaried,355804.0,59127.0,48,559.0,2,0.05,33047,0,Rejected
42,Male,Married,Graduate,Salaried,774189.0,408941.0,48,631.0,3,0.17,230198,280718,Approved
32,Male,Single,Not Graduate,Self-Employed,668022.0,315655.0,12,575.0,3,0.5,164650,0,Rejected
22,Female,Single,Not Graduate,Part-Time,188608.0,89105.0,36,585.0,2,0.19,12190,0,Rejected
33,Female,Single,Not Graduate,Salaried,1054174.0,64546.0,60,600.0,1,0.02,333246,385316,Approved
54,Male,Single,Graduate,Salaried,1489974.0,441109.0,12,612.0,2,0.32,42867,0,Rejected
33,Male,Single,Not Graduate,Self-Employed,352371.0,169917.0,60,415.0,0,0.13,37486,0,Rejected
17,Male,Single,Graduate,Unemployed,28763.0,50000.0,36,627.0,1,0.69,1393,404063,Rejected
38,Male,Single,Not Graduate,Salaried,813139.0,175722.0,24,631.0,3,0.12,83985,401820,Approved
48,Male,Single,Graduate,Unemployed,840936.0,317693.0,12,567.0,2,0.4,90045,463923,Approved
53,Male,Single,Graduate,Self-Employed,617409.0,194106.0,36,606.0,2,0.13,75317,354637,Approved
31,Female,Married,Graduate,Self-Employed,1985890.0,462431.0,48,551.0,2,0.07,304720,0,Approved
21,Female,Married,Graduate,Self-Employed,107687.0,56852.0,24,557.0,3,0.3,30085,164757,Approved
26,Male,Single,Graduate,Salaried,1364582.0,145387.0,24,680.0,1,0.06,584523,261404,Approved
56,Female,Single,Graduate,Self-Employed,961100.0,549681.0,12,627.0,2,0.61,161178,0,Rejected
43,Female,Married,Graduate,Salaried,570222.0,202455.0,48,571.0,2,0.11,208888,0,Approved
27,Female,Single,Not Graduate,Salaried,2799785.0,209717.0,60,571.0,2,0.13,36652,0,Rejected
49,Female,Married,Not Graduate,Salaried,1428131.0,160180.0,48,486.0,0,0.04,204931,345792,Approved
49,Male,Married,Graduate,Self-Employed,1983464.0,1351979.0,48,557.0,3,0.12,15553,0,Rejected
47,Female,Single,Not Graduate,Self-Employed,849114.0,110244.0,60,564.0,2,0.02,31024,0,Rejected
36,Male,Single,Graduate,Salaried,1150832.0,488765.0,36,564.0,3,0.17,192752,0,Approved
54,Male,Single,Graduate,Salaried,417608.0,78062.0,12,661.0,2,0.2,86222,351134,Approved
19,Female,Married,Not Graduate,Student,,,12,,2,1.0,260,0,Rejected
38,Female,Single,Graduate,Salaried,285158.0,114830.0,12,414.0,0,0.43,89390,0,Approved
57,Female,Married,Not Graduate,Salaried,547158.0,173634.0,12,358.0,0,0.34,2689,0,Rejected
39,Male,Married,Not Graduate,Self-Employed,,,36,,1,0.12,422684,0,Rejected
21,Male,Married,Not Graduate,Salaried,1439515.0,602966.0,12,645.0,1,0.25,63992,0,Approved
57,Female,Single,Graduate,Self-Employed,1821611.0,292844.0,12,587.0,3,0.17,163699,0,Approved
19,Female,Single,Graduate,Unemployed,12218.0,50000.0,12,363.0,0,1.0,5893,0,Rejected
51,Female,Single,Graduate,Salaried,705616.0,65303.0,48,676.0,3,0.03,97890,236175,Approved
20,Female,Married,Not Graduate,Unemployed,6547.0,50000.0,48,546.0,0,1.0,767,0,Rejected
55,Female,Single,Graduate,Self-Employed,1576648.0,322424.0,12,625.0,1,0.22,563626,0,Approved
20,Female,Married,Not Graduate,Unemployed,12269.0,68493.0,36,657.0,2,1.0,2807,235050,Rejected
29,Female,Single,Not Graduate,Self-Employed,1407433.0,826887.0,12,589.0,2,0.63,429518,0,Rejected
58,Female,Married,Not Graduate,Salaried,,,36,,3,0.2,315705,0,Approved
33,Female,Married,Graduate,Salaried,1377606.0,551824.0,36,637.0,2,0.16,46173,0,Rejected
55,Male,Single,Not Graduate,Self-Employed,1610755.0,589964.0,24,605.0,3,0.21,622777,486178,Approved
57,Female,Married,Not Graduate,Salaried,,,12,,3,0.28,426555,268407,Approved
28,Male,Married,Not Graduate,Salaried,634362.0,319485.0,12,562.0,3,0.54,149652,0,Rejected
30,Female,Single,Graduate,Self-Employed,1862793.0,797772.0,48,672.0,1,0.14,599682,0,Approved
20,Female,Married,Not Graduate,Student,,,12,,3,1.0,559,246523,Rejected
48,Female,Single,Not Graduate,Salaried,1113211.0,376914.0,60,525.0,0,0.09,337056,0,Rejected
49,Male,Single,Not Graduate,Self-Employed,1607152.0,742406.0,12,352.0,0,0.49,453602,0,Rejected
41,Male,Married,Graduate,Self-Employed,1723803.0,655738.0,48,671.0,3,0.12,528329,80089,Rejected
35,Female,Single,Graduate,Self-Employed,1415955.0,847308.0,48,594.0,0,0.19,493760,0,Approved
45,Male,Married,Graduate,Salaried,1417242.0,438500.0,60,619.0,1,0.08,293475,0,Rejected
41,Male,Married,Graduate,Salaried,1294168.0,922696.0,60,627.0,1,0.1,448659,0,Approved
20,Male,Married,Graduate,Student,5743.0,50000.0,48,578.0,2,1.0,2500,0,Rejected
21,Female,Married,Not Graduate,Part-Time,182710.0,80430.0,48,654.0,3,0.14,37983,0,Approved
31,Female,Married,Graduate,Salaried,1212170.0,450873.0,60,669.0,3,0.1,534934,0,Approved
24,Female,Single,Graduate,Salaried,286742.0,164662.0,12,653.0,1,0.61,54227,308669,Rejected
33,Male,Single,Not Graduate,Self-Employed,1646501.0,1244767.0,12,591.0,3,0.51,763321,0,Rejected
31,Female,Married,Not Graduate,Self-Employed,1073132.0,625400.0,24,393.0,0,0.33,348671,0,Approved
27,Female,Single,Graduate,Salaried,443043.0,127605.0,12,694.0,1,0.31,24063,0,Rejected
47,Female,Single,Not Graduate,Salaried,1488292.0,211139.0,36,679.0,3,0.06,670930,261207,Approved
17,Male,Married,Graduate,Student,37349.0,50000.0,24,466.0,0,0.76,6296,0,Rejected
17,Female,Single,Not Graduate,Student,10440.0,50000.0,12,606.0,1,1.0,778,129199,Approved
36,Female,Single,Graduate,Salaried,913661.0,538368.0,12,675.0,1,0.63,17513,183864,Rejected
37,Male,Single,Not Graduate,Self-Employed,1842065.0,342681.0,12,623.0,1,0.2,828183,0,Approved
17,Female,Single,Not Graduate,Unemployed,10255.0,50000.0,36,421.0,0,1.0,4224,87052,Rejected
22,Male,Single,Graduate,Salaried,1401993.0,283351.0,24,470.0,0,0.11,601954,0,Approved
41,Male,Married,Not Graduate,Salaried,1069156.0,628490.0,12,553.0,3,0.63,232581,0,Rejected
22,Female,Single,Not Graduate,Salaried,1496655.0,119855.0,60,429.0,0,0.02,166963,0,Approved
25,Female,Married,Graduate,Salaried,,,12,,0,0.51,275068,289375,Rejected
27,Female,Married,Graduate,Salaried,1202511.0,50836.0,48,593.0,2,0.01,324143,0,Approved
19,Female,Married,Graduate,Student,36472.0,76870.0,60,695.0,1,0.37,15507,479245,Rejected
18,Male,Single,Graduate,Unemployed,9254.0,50000.0,12,581.0,0,1.0,2641,0,Rejected
37,Female,Married,Graduate,Self-Employed,436423.0,112528.0,48,456.0,0,0.08,137989,0,Approved
44,Male,Married,Graduate,Self-Employed,1439393.0,253202.0,60,608.0,1,0.05,491530,0,Approved
18,Female,Married,Graduate,Self-Employed,5419.0,50000.0,48,411.0,0,1.0,1951,353892,Rejected
19,Female,Single,Graduate,Student,2843.0,50000.0,12,629.0,3,1.0,1274,0,Rejected
27,Male,Single,Not Graduate,Part-Time,439156.0,84881.0,60,619.0,3,0.05,57110,0,Approved
28,Male,Single,Not Graduate,Self-Employed,448666.0,247145.0,48,603.0,2,0.17,1450,0,Rejected
27,Female,Married,Graduate,Salaried,694950.0,118799.0,36,560.0,2,0.07,23369,0,Rejected
33,Male,Married,Graduate,Self-Employed,876393.0,872838.0,48,615.0,3,0.16,201703,0,Approved
35,Male,Single,Not Graduate,Self-Employed,,,60,,1,0.08,127380,0,Approved
19,Female,Married,Graduate,Student,17241.0,50000.0,24,438.0,0,1.0,2479,332861,Rejected
43,Female,Married,Not Graduate,Self-Employed,1977294.0,706793.0,48,581.0,3,0.11,586900,0,Approved
47,Female,Married,Graduate,Self-Employed,,,24,,2,0.26,45668,0,Rejected
50,Male,Married,Graduate,Self-Employed,1671485.0,839463.0,60,450.0,0,0.13,809667,354440,Rejected
33,Male,Married,Not Graduate,Salaried,321263.0,178838.0,48,433.0,0,0.18,30918,0,Approved
35,Male,Married,Not Graduate,Self-Employed,1247235.0,512719.0,48,593.0,3,0.13,14259,0,Rejected
42,Male,Single,Not Graduate,Self-Employed,1813527.0,877951.0,12,420.0,0,0.52,69457,0,Rejected
54,Female,Married,Not Graduate,Salaried,1119607.0,869416.0,12,670.0,3,0.44,13143,0,Rejected
21,Male,Single,Graduate,Part-Time,96147.0,54347.0,48,602.0,1,0.18,43960,0,Approved
21,Male,Married,Graduate,Part-Time,132446.0,77096.0,36,673.0,1,0.23,17261,0,Rejected
27,Male,Married,Not Graduate,Self-Employed,487285.0,169471.0,36,554.0,2,0.14,226586,0,Approved
18,Female,Married,Not Graduate,Unemployed,7850.0,50000.0,60,550.0,2,1.0,3925,53982,Rejected
40,Male,Married,Not Graduate,Salaried,1448608.0,674848.0,36,608.0,1,0.19,47313,0,Rejected
29,Male,Single,Not Graduate,Salaried,606984.0,305561.0,12,555.0,2,0.54,233721,0,Rejected
59,Male,Single,Graduate,Student,389246.0,203094.0,48,565.0,3,0.16,163841,0,Approved
46,Female,Married,Graduate,Self-Employed,1460600.0,656005.0,12,565.0,0,0.48,493542,213754,Rejected
30,Male,Married,Not Graduate,Self-Employed,1858328.0,1000030.0,12,589.0,3,0.57,479447,0,Rejected
24,Male,Married,Graduate,Salaried,1076611.0,315070.0,48,648.0,1,0.09,481177,0,Approved
46,Female,Married,Graduate,Salaried,2799785.0,733065.0,60,408.0,0,0.14,349470,0,Approved
24,Female,Married,Not Graduate,Salaried,1104093.0,265052.0,60,451.0,0,0.06,117198,0,Approved
49,Female,Married,Not Graduate,Salaried,1090801.0,292328.0,48,645.0,1,0.08,25453,205246,Approved
49,Female,Married,Not Graduate,Salaried,1339372.0,761366.0,24,559.0,0,0.32,18967,0,Rejected
33,Female,Single,Not Graduate,Salaried,306602.0,176031.0,24,656.0,1,0.32,87685,0,Approved
17,Female,Married,Graduate,Student,2799785.0,72833.0,24,674.0,1,1.0,2574,178767,Rejected
40,Female,Single,Graduate,Salaried,476713.0,265293.0,60,614.0,2,0.15,40981,0,Rejected
22,Female,Married,Not Graduate,Salaried,1026257.0,217015.0,12,625.0,2,0.23,213521,111253,Approved
37,Male,Married,Not Graduate,Salaried,971746.0,390038.0,36,616.0,1,0.16,289082,0,Approved
35,Female,Married,Not Graduate,Salaried,1031487.0,378369.0,48,618.0,1,0.12,60772,0,Approved
57,Female,Single,Graduate,Salaried,1235829.0,701257.0,12,509.0,0,0.6,86546,0,Rejected
39,Female,Married,Graduate,Self-Employed,1447665.0,1161821.0,48,657.0,3,0.14,331843,0,Approved
